"","year","age","maritl","race","education","health","wage_status"
"2273",2006,41,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2274",2009,48,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2275",2005,55,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2276",2009,64,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2277",2004,29,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2278",2003,49,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2279",2009,32,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2280",2006,41,"2. Married","3. Asian","2. HS Grad","2. >=Very Good",0
"2281",2004,58,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2282",2003,41,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2283",2007,34,"1. Never Married","1. White","3. Some College","1. <=Good",0
"2284",2004,43,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2285",2003,23,"1. Never Married","2. Black","1. < HS Grad","1. <=Good",0
"2286",2003,40,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2287",2007,46,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2288",2004,35,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2289",2007,42,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2290",2009,47,"5. Separated","1. White","2. HS Grad","2. >=Very Good",1
"2291",2007,45,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2292",2008,34,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"2293",2004,57,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2294",2005,32,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"2295",2009,55,"4. Divorced","1. White","2. HS Grad","1. <=Good",1
"2296",2008,22,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"2297",2005,51,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2298",2006,26,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"2299",2004,27,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"2300",2004,34,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2301",2007,48,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2302",2008,23,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2303",2003,41,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2304",2009,49,"4. Divorced","1. White","5. Advanced Degree","2. >=Very Good",1
"2305",2005,47,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"2306",2005,35,"4. Divorced","2. Black","4. College Grad","2. >=Very Good",1
"2307",2007,50,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2308",2006,55,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2309",2009,69,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2310",2004,45,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2311",2005,40,"2. Married","1. White","3. Some College","1. <=Good",1
"2312",2005,47,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"2313",2008,22,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"2314",2003,42,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",0
"2315",2008,47,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2316",2005,48,"2. Married","2. Black","2. HS Grad","2. >=Very Good",0
"2317",2009,28,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",1
"2318",2005,49,"1. Never Married","1. White","3. Some College","1. <=Good",0
"2319",2009,51,"4. Divorced","1. White","2. HS Grad","1. <=Good",1
"2320",2003,58,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2321",2005,32,"1. Never Married","2. Black","3. Some College","1. <=Good",1
"2322",2009,55,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2323",2007,49,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2324",2004,46,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2325",2003,44,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"2326",2003,25,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2327",2004,73,"4. Divorced","2. Black","1. < HS Grad","1. <=Good",0
"2328",2004,18,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2329",2005,52,"2. Married","2. Black","1. < HS Grad","2. >=Very Good",1
"2330",2008,28,"2. Married","3. Asian","2. HS Grad","2. >=Very Good",0
"2331",2004,51,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2332",2009,44,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2333",2008,44,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2334",2003,29,"2. Married","3. Asian","2. HS Grad","2. >=Very Good",0
"2335",2006,48,"2. Married","3. Asian","4. College Grad","1. <=Good",1
"2336",2006,62,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2337",2004,40,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2338",2003,24,"1. Never Married","1. White","3. Some College","1. <=Good",0
"2339",2003,48,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2340",2008,54,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"2341",2003,69,"2. Married","2. Black","1. < HS Grad","2. >=Very Good",1
"2342",2006,48,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2343",2003,73,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2344",2009,30,"2. Married","2. Black","3. Some College","2. >=Very Good",0
"2345",2003,41,"1. Never Married","3. Asian","3. Some College","1. <=Good",0
"2346",2009,48,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"2347",2004,63,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2348",2003,29,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2349",2004,40,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2350",2007,52,"2. Married","1. White","3. Some College","1. <=Good",0
"2351",2008,54,"5. Separated","1. White","2. HS Grad","1. <=Good",1
"2352",2009,33,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2353",2004,42,"2. Married","1. White","4. College Grad","1. <=Good",1
"2354",2007,31,"2. Married","2. Black","2. HS Grad","2. >=Very Good",0
"2355",2006,46,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2356",2008,44,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2357",2009,45,"5. Separated","1. White","2. HS Grad","2. >=Very Good",1
"2358",2003,40,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2359",2005,31,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",1
"2360",2006,19,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2361",2003,43,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2362",2007,56,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2363",2006,55,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2364",2006,59,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"2365",2009,49,"4. Divorced","1. White","1. < HS Grad","1. <=Good",1
"2366",2009,42,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2367",2008,27,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2368",2003,34,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"2369",2008,47,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2370",2003,35,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2371",2004,33,"2. Married","2. Black","3. Some College","2. >=Very Good",1
"2372",2003,35,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2373",2004,40,"2. Married","1. White","3. Some College","1. <=Good",1
"2374",2004,53,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2375",2007,47,"2. Married","2. Black","4. College Grad","2. >=Very Good",0
"2376",2006,45,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2377",2009,34,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2378",2006,25,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2379",2006,56,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2380",2005,54,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2381",2003,41,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2382",2008,46,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2383",2004,44,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2384",2004,44,"4. Divorced","1. White","4. College Grad","1. <=Good",0
"2385",2005,46,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2386",2009,38,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2387",2008,36,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2388",2009,27,"1. Never Married","3. Asian","4. College Grad","2. >=Very Good",0
"2389",2008,33,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2390",2006,56,"2. Married","2. Black","2. HS Grad","1. <=Good",1
"2391",2005,52,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2392",2008,33,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2393",2008,32,"2. Married","3. Asian","4. College Grad","2. >=Very Good",0
"2394",2008,39,"4. Divorced","1. White","4. College Grad","2. >=Very Good",1
"2395",2005,22,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"2396",2009,53,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2397",2006,36,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2398",2005,37,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2399",2008,40,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2400",2005,51,"2. Married","2. Black","2. HS Grad","1. <=Good",0
"2401",2008,40,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2402",2006,56,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2403",2009,50,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2404",2009,49,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2405",2007,32,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2406",2004,21,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2407",2004,48,"2. Married","1. White","4. College Grad","1. <=Good",1
"2408",2007,48,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2409",2004,32,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2410",2003,30,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"2411",2006,30,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2412",2003,33,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2413",2005,56,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",0
"2414",2004,46,"4. Divorced","2. Black","3. Some College","2. >=Very Good",0
"2415",2003,49,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2416",2008,24,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2417",2009,48,"1. Never Married","1. White","3. Some College","2. >=Very Good",1
"2418",2006,37,"4. Divorced","1. White","4. College Grad","1. <=Good",1
"2419",2007,53,"2. Married","1. White","3. Some College","1. <=Good",1
"2420",2004,56,"2. Married","2. Black","5. Advanced Degree","2. >=Very Good",1
"2421",2008,34,"2. Married","2. Black","3. Some College","2. >=Very Good",1
"2422",2004,56,"2. Married","1. White","3. Some College","1. <=Good",1
"2423",2006,48,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2424",2006,47,"2. Married","2. Black","2. HS Grad","2. >=Very Good",0
"2425",2003,52,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2426",2009,40,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2427",2008,25,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2428",2009,35,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2429",2006,40,"1. Never Married","2. Black","3. Some College","1. <=Good",1
"2430",2009,22,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2431",2003,50,"4. Divorced","1. White","3. Some College","1. <=Good",1
"2432",2008,48,"5. Separated","1. White","1. < HS Grad","2. >=Very Good",0
"2433",2007,40,"1. Never Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"2434",2003,45,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2435",2004,30,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2436",2003,46,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2437",2008,34,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2438",2007,32,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2439",2004,53,"2. Married","1. White","4. College Grad","1. <=Good",1
"2440",2008,32,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"2441",2004,39,"2. Married","2. Black","4. College Grad","2. >=Very Good",0
"2442",2007,51,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2443",2004,40,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2444",2009,66,"2. Married","1. White","4. College Grad","1. <=Good",1
"2445",2006,40,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2446",2009,52,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2447",2007,36,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2448",2007,32,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"2449",2008,45,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2450",2006,37,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2451",2004,47,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"2452",2008,49,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2453",2003,53,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2454",2007,66,"4. Divorced","2. Black","2. HS Grad","1. <=Good",0
"2455",2006,33,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"2456",2004,58,"4. Divorced","1. White","2. HS Grad","1. <=Good",0
"2457",2008,41,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",0
"2458",2009,54,"2. Married","3. Asian","3. Some College","2. >=Very Good",1
"2459",2009,26,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2460",2008,24,"1. Never Married","4. Other","2. HS Grad","1. <=Good",0
"2461",2007,62,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2462",2005,63,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2463",2005,26,"1. Never Married","3. Asian","4. College Grad","2. >=Very Good",1
"2464",2004,45,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2465",2003,23,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2466",2008,31,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2467",2003,44,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2468",2003,43,"1. Never Married","1. White","1. < HS Grad","1. <=Good",0
"2469",2004,48,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2470",2008,48,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2471",2006,55,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2472",2004,45,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"2473",2008,48,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2474",2009,63,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2475",2004,57,"2. Married","2. Black","2. HS Grad","2. >=Very Good",0
"2476",2008,69,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"2477",2009,31,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"2478",2003,38,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2479",2005,43,"5. Separated","1. White","4. College Grad","2. >=Very Good",1
"2480",2003,19,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2481",2005,44,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2482",2007,31,"2. Married","3. Asian","4. College Grad","2. >=Very Good",1
"2483",2004,49,"1. Never Married","4. Other","1. < HS Grad","2. >=Very Good",0
"2484",2006,29,"2. Married","1. White","3. Some College","1. <=Good",0
"2485",2008,26,"2. Married","4. Other","3. Some College","2. >=Very Good",0
"2486",2007,37,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2487",2006,30,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2488",2009,35,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2489",2004,40,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2490",2005,44,"4. Divorced","4. Other","5. Advanced Degree","2. >=Very Good",0
"2491",2004,65,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2492",2007,54,"2. Married","2. Black","3. Some College","2. >=Very Good",1
"2493",2009,56,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2494",2008,48,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2495",2009,37,"4. Divorced","1. White","3. Some College","1. <=Good",0
"2496",2005,30,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2497",2005,46,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",0
"2498",2009,37,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2499",2005,58,"4. Divorced","2. Black","2. HS Grad","2. >=Very Good",0
"2500",2007,52,"2. Married","1. White","3. Some College","1. <=Good",0
"2501",2006,45,"2. Married","1. White","3. Some College","1. <=Good",1
"2502",2008,33,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2503",2004,51,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2504",2008,50,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2505",2006,42,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2506",2004,46,"1. Never Married","1. White","3. Some College","1. <=Good",1
"2507",2005,43,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2508",2003,47,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2509",2005,47,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2510",2004,44,"2. Married","1. White","4. College Grad","1. <=Good",0
"2511",2008,36,"2. Married","3. Asian","2. HS Grad","2. >=Very Good",0
"2512",2008,39,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2513",2003,29,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2514",2005,40,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2515",2007,20,"1. Never Married","1. White","3. Some College","1. <=Good",0
"2516",2004,32,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2517",2003,36,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2518",2009,31,"1. Never Married","2. Black","3. Some College","2. >=Very Good",0
"2519",2005,28,"2. Married","3. Asian","4. College Grad","2. >=Very Good",1
"2520",2005,41,"4. Divorced","4. Other","3. Some College","1. <=Good",1
"2521",2004,54,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2522",2004,42,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2523",2003,19,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"2524",2009,59,"2. Married","1. White","3. Some College","1. <=Good",1
"2525",2003,64,"1. Never Married","1. White","3. Some College","1. <=Good",0
"2526",2003,31,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2527",2004,37,"1. Never Married","1. White","3. Some College","2. >=Very Good",1
"2528",2004,30,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2529",2005,24,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"2530",2006,26,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2531",2004,44,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2532",2008,39,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2533",2005,48,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2534",2004,53,"1. Never Married","2. Black","2. HS Grad","1. <=Good",0
"2535",2004,42,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"2536",2009,44,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2537",2003,25,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"2538",2004,46,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2539",2003,52,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2540",2008,33,"2. Married","1. White","3. Some College","1. <=Good",0
"2541",2007,30,"2. Married","2. Black","3. Some College","2. >=Very Good",1
"2542",2007,38,"1. Never Married","1. White","3. Some College","2. >=Very Good",1
"2543",2005,29,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2544",2008,57,"2. Married","3. Asian","4. College Grad","1. <=Good",1
"2545",2003,50,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2546",2008,23,"1. Never Married","1. White","3. Some College","1. <=Good",0
"2547",2006,46,"4. Divorced","1. White","3. Some College","2. >=Very Good",1
"2548",2005,61,"2. Married","1. White","4. College Grad","1. <=Good",1
"2549",2007,70,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"2550",2009,59,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2551",2003,57,"2. Married","2. Black","2. HS Grad","1. <=Good",0
"2552",2003,25,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"2553",2005,48,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2554",2009,52,"2. Married","3. Asian","5. Advanced Degree","1. <=Good",0
"2555",2009,44,"5. Separated","1. White","4. College Grad","2. >=Very Good",1
"2556",2004,40,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2557",2008,43,"2. Married","1. White","4. College Grad","1. <=Good",1
"2558",2005,51,"2. Married","1. White","3. Some College","1. <=Good",1
"2559",2003,43,"2. Married","3. Asian","1. < HS Grad","2. >=Very Good",0
"2560",2003,42,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2561",2008,28,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2562",2003,54,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2563",2005,34,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2564",2004,50,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2565",2005,36,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2566",2005,36,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2567",2005,71,"3. Widowed","1. White","3. Some College","1. <=Good",1
"2568",2006,31,"1. Never Married","3. Asian","5. Advanced Degree","2. >=Very Good",0
"2569",2005,43,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"2570",2007,20,"1. Never Married","1. White","3. Some College","1. <=Good",0
"2571",2007,23,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"2572",2007,42,"4. Divorced","1. White","2. HS Grad","1. <=Good",0
"2573",2005,41,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2574",2009,27,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2575",2008,29,"2. Married","1. White","3. Some College","1. <=Good",1
"2576",2008,41,"4. Divorced","1. White","3. Some College","1. <=Good",0
"2577",2003,41,"2. Married","2. Black","2. HS Grad","1. <=Good",1
"2578",2003,22,"1. Never Married","1. White","3. Some College","1. <=Good",0
"2579",2003,39,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2580",2008,50,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2581",2006,49,"1. Never Married","1. White","4. College Grad","1. <=Good",1
"2582",2003,42,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2583",2008,38,"2. Married","2. Black","2. HS Grad","2. >=Very Good",1
"2584",2004,55,"2. Married","1. White","4. College Grad","1. <=Good",1
"2585",2005,47,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"2586",2007,52,"2. Married","4. Other","1. < HS Grad","2. >=Very Good",0
"2587",2009,56,"4. Divorced","1. White","4. College Grad","2. >=Very Good",0
"2588",2007,30,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2589",2005,56,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2590",2003,46,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2591",2009,43,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"2592",2003,35,"2. Married","1. White","3. Some College","1. <=Good",1
"2593",2009,58,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2594",2009,69,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2595",2006,68,"4. Divorced","1. White","2. HS Grad","1. <=Good",0
"2596",2004,52,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2597",2005,46,"1. Never Married","2. Black","4. College Grad","1. <=Good",1
"2598",2007,39,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"2599",2009,66,"2. Married","1. White","4. College Grad","1. <=Good",1
"2600",2005,30,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2601",2006,30,"4. Divorced","1. White","3. Some College","2. >=Very Good",1
"2602",2005,43,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2603",2008,49,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2604",2005,54,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2605",2008,48,"4. Divorced","1. White","5. Advanced Degree","2. >=Very Good",1
"2606",2008,37,"5. Separated","2. Black","3. Some College","2. >=Very Good",0
"2607",2007,46,"2. Married","1. White","4. College Grad","1. <=Good",1
"2608",2007,53,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2609",2009,31,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"2610",2006,18,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"2611",2003,49,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2612",2006,39,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2613",2003,40,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2614",2008,37,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2615",2006,24,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2616",2007,35,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2617",2007,27,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2618",2003,44,"1. Never Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"2619",2008,46,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2620",2005,40,"2. Married","1. White","3. Some College","1. <=Good",0
"2621",2007,39,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2622",2008,42,"1. Never Married","1. White","1. < HS Grad","1. <=Good",1
"2623",2003,37,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2624",2008,58,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2625",2005,40,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"2626",2003,27,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2627",2003,31,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2628",2008,44,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2629",2003,38,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",0
"2630",2004,34,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2631",2005,41,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2632",2007,20,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"2633",2008,28,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"2634",2009,55,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2635",2008,38,"2. Married","1. White","4. College Grad","1. <=Good",1
"2636",2005,33,"1. Never Married","2. Black","2. HS Grad","1. <=Good",0
"2637",2009,43,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"2638",2006,50,"2. Married","3. Asian","4. College Grad","2. >=Very Good",1
"2639",2008,55,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2640",2005,24,"1. Never Married","2. Black","3. Some College","2. >=Very Good",0
